ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
60,Shanghai,Shanghai Masters,08/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Donaldson J.,Cuevas P.,56,32,883,1325,6,7,6,4,6,4,,,,,2,1,Completed,1.5,2.5,1.55,2.3,1.57,2.37,1.64,2.41,1.7,2.5,1.59,2.35
60,Shanghai,Shanghai Masters,08/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Simon G.,Wu Y.,47,324,980,149,6,3,6,4,,,,,,,2,0,Completed,1.28,3.5,1.3,3.2,1.33,3.4,1.31,3.87,1.34,3.9,1.3,3.55
60,Shanghai,Shanghai Masters,08/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Fognini F.,Verdasco F.,28,43,1650,1090,2,6,6,4,6,2,,,,,2,1,Completed,1.66,2.1,1.65,2.1,1.73,2.1,1.77,2.18,1.77,2.25,1.71,2.13
60,Shanghai,Shanghai Masters,08/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Pouille L.,Medvedev D.,24,64,1825,814,6,4,6,2,,,,,,,2,0,Completed,1.36,3,1.33,3.05,1.36,3.25,1.38,3.36,1.4,3.36,1.36,3.14
60,Shanghai,Shanghai Masters,09/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Gasquet R.,Haase R.,31,44,1410,1085,6,7,7,5,6,2,,,,,2,1,Completed,1.33,3.25,1.32,3.1,1.36,3.25,1.45,2.99,1.45,3.25,1.36,3.13
60,Shanghai,Shanghai Masters,09/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Lopez F.,Karlovic I.,34,52,1295,910,7,6,7,6,,,,,,,2,0,Completed,1.57,2.25,1.57,2.25,1.61,2.25,1.71,2.27,1.71,2.33,1.63,2.26
60,Shanghai,Shanghai Masters,09/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Ramos-Vinolas A.,Sousa J.,25,63,1755,825,3,6,6,3,7,5,,,,,2,1,Completed,1.61,2.2,1.62,2.15,1.67,2.2,1.69,2.31,1.73,2.4,1.65,2.24
60,Shanghai,Shanghai Masters,09/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Chung H.,Bautista Agut R.,60,13,860,2525,6,4,6,3,,,,,,,2,0,Completed,4.33,1.2,3.95,1.21,4,1.25,4.58,1.24,4.58,1.29,4.05,1.24
60,Shanghai,Shanghai Masters,09/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Tiafoe F.,Paire B.,92,38,588,1190,6,4,6,4,,,,,,,2,0,Completed,1.8,1.9,1.75,1.95,1.8,2,1.85,2.07,1.96,2.15,1.81,1.99
60,Shanghai,Shanghai Masters,09/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Tsitsipas S.,Khachanov K.,131,40,444,1125,7,5,6,3,,,,,,,2,0,Completed,2.2,1.61,2.1,1.65,2.1,1.73,2.2,1.75,2.22,1.78,2.14,1.71
